average_draft_cost,average_draft_pick,average_draft_round,bye,bye_weeks,clean_data_dict,display_position,draft_analysis,editorial_player_key,editorial_team_abbr,editorial_team_full_name,editorial_team_key,editorial_team_url,eligible_positions,first_name,from_json,full_name,has_player_notes,has_recent_player_notes,headshot,headshot_size,headshot_url,image_url,injury_note,is_editable,is_keeper,is_undroppable,last_name,name,ownership,percent_drafted,percent_owned,percent_owned_value,player_advanced_stats,player_id,player_key,player_notes_last_timestamp,player_points,player_points_value,player_stats,position_type,primary_position,selected_position,selected_position_value,serialized,stats,status,status_full,subclass_dict,to_json,transaction_data,uniform_number,url,ownership_percentage
0.0,0.0,0.0,10,"ByeWeeks({
  ""week"": 10
})","<bound method YahooFantasyObject.clean_data_dict of Player({
  ""bye_weeks"": {
    ""week"": 10
  },
  ""display_position"": ""RB"",
  ""editorial_player_key"": ""nfl.p.26389"",
  ""editorial_team_abbr"": ""LV"",
  ""editorial_team_full_name"": ""Las Vegas Raiders"",
  ""editorial_team_key"": ""nfl.t.13"",
  ""editorial_team_url"": ""https://sports.yahoo.com/nfl/teams/las-vegas/"",
  ""eligible_positions"": [
    ""RB""
  ],
  ""headshot"": {
    ""size"": ""small"",
    ""url"": ""https://s.yimg.com/iu/api/res/1.2/spbqG7LEhsLktb2xHJbIoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/26389.png""
  },
  ""image_url"": ""https://s.yimg.com/iu/api/res/1.2/spbqG7LEhsLktb2xHJbIoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/26389.png"",
  ""is_keeper"": {
    ""status"": false,
    ""cost"": false,
    ""kept"": false
  },
  ""is_undroppable"": 0,
  ""name"": {
    ""ascii_first"": ""Brandon"",
    ""ascii_last"": ""Bolden"",
    ""first"": ""Brandon"",
    ""full"": ""Brandon Bolden"",
    ""last"": ""Bolden""
  },
  ""player_id"": 26389,
  ""player_key"": ""449.p.26389"",
  ""position_type"": ""O"",
  ""primary_position"": ""RB"",
  ""status"": ""NA"",
  ""status_full"": ""Inactive: Coach's Decision or Not on Roster"",
  ""uniform_number"": null,
  ""url"": ""https://sports.yahoo.com/nfl/players/26389""
})>",RB,DraftAnalysis({}),nfl.p.26389,LV,Las Vegas Raiders,nfl.t.13,https://sports.yahoo.com/nfl/teams/las-vegas/,['RB'],Brandon,<bound method YahooFantasyObject.from_json of <class 'yfpy.models.Player'>>,Brandon Bolden,0,0,"Headshot({
  ""size"": ""small"",
  ""url"": ""https://s.yimg.com/iu/api/res/1.2/spbqG7LEhsLktb2xHJbIoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/26389.png""
})",small,https://s.yimg.com/iu/api/res/1.2/spbqG7LEhsLktb2xHJbIoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/26389.png,https://s.yimg.com/iu/api/res/1.2/spbqG7LEhsLktb2xHJbIoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/26389.png,,0,"{'status': False, 'cost': False, 'kept': False}",0,Bolden,"Name({
  ""ascii_first"": ""Brandon"",
  ""ascii_last"": ""Bolden"",
  ""first"": ""Brandon"",
  ""full"": ""Brandon Bolden"",
  ""last"": ""Bolden""
})",Ownership({}),0.0,PercentOwned({}),0.0,PlayerAdvancedStats({}),26389,449.p.26389,,PlayerPoints({}),0.0,PlayerStats({}),O,RB,SelectedPosition({}),,"<bound method YahooFantasyObject.serialized of Player({
  ""bye_weeks"": {
    ""week"": 10
  },
  ""display_position"": ""RB"",
  ""editorial_player_key"": ""nfl.p.26389"",
  ""editorial_team_abbr"": ""LV"",
  ""editorial_team_full_name"": ""Las Vegas Raiders"",
  ""editorial_team_key"": ""nfl.t.13"",
  ""editorial_team_url"": ""https://sports.yahoo.com/nfl/teams/las-vegas/"",
  ""eligible_positions"": [
    ""RB""
  ],
  ""headshot"": {
    ""size"": ""small"",
    ""url"": ""https://s.yimg.com/iu/api/res/1.2/spbqG7LEhsLktb2xHJbIoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/26389.png""
  },
  ""image_url"": ""https://s.yimg.com/iu/api/res/1.2/spbqG7LEhsLktb2xHJbIoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/26389.png"",
  ""is_keeper"": {
    ""status"": false,
    ""cost"": false,
    ""kept"": false
  },
  ""is_undroppable"": 0,
  ""name"": {
    ""ascii_first"": ""Brandon"",
    ""ascii_last"": ""Bolden"",
    ""first"": ""Brandon"",
    ""full"": ""Brandon Bolden"",
    ""last"": ""Bolden""
  },
  ""player_id"": 26389,
  ""player_key"": ""449.p.26389"",
  ""position_type"": ""O"",
  ""primary_position"": ""RB"",
  ""status"": ""NA"",
  ""status_full"": ""Inactive: Coach's Decision or Not on Roster"",
  ""uniform_number"": null,
  ""url"": ""https://sports.yahoo.com/nfl/players/26389""
})>",[],,Inactive: Coach's Decision or Not on Roster,"<bound method YahooFantasyObject.subclass_dict of Player({
  ""bye_weeks"": {
    ""week"": 10
  },
  ""display_position"": ""RB"",
  ""editorial_player_key"": ""nfl.p.26389"",
  ""editorial_team_abbr"": ""LV"",
  ""editorial_team_full_name"": ""Las Vegas Raiders"",
  ""editorial_team_key"": ""nfl.t.13"",
  ""editorial_team_url"": ""https://sports.yahoo.com/nfl/teams/las-vegas/"",
  ""eligible_positions"": [
    ""RB""
  ],
  ""headshot"": {
    ""size"": ""small"",
    ""url"": ""https://s.yimg.com/iu/api/res/1.2/spbqG7LEhsLktb2xHJbIoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/26389.png""
  },
  ""image_url"": ""https://s.yimg.com/iu/api/res/1.2/spbqG7LEhsLktb2xHJbIoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/26389.png"",
  ""is_keeper"": {
    ""status"": false,
    ""cost"": false,
    ""kept"": false
  },
  ""is_undroppable"": 0,
  ""name"": {
    ""ascii_first"": ""Brandon"",
    ""ascii_last"": ""Bolden"",
    ""first"": ""Brandon"",
    ""full"": ""Brandon Bolden"",
    ""last"": ""Bolden""
  },
  ""player_id"": 26389,
  ""player_key"": ""449.p.26389"",
  ""position_type"": ""O"",
  ""primary_position"": ""RB"",
  ""status"": ""NA"",
  ""status_full"": ""Inactive: Coach's Decision or Not on Roster"",
  ""uniform_number"": null,
  ""url"": ""https://sports.yahoo.com/nfl/players/26389""
})>","<bound method YahooFantasyObject.to_json of Player({
  ""bye_weeks"": {
    ""week"": 10
  },
  ""display_position"": ""RB"",
  ""editorial_player_key"": ""nfl.p.26389"",
  ""editorial_team_abbr"": ""LV"",
  ""editorial_team_full_name"": ""Las Vegas Raiders"",
  ""editorial_team_key"": ""nfl.t.13"",
  ""editorial_team_url"": ""https://sports.yahoo.com/nfl/teams/las-vegas/"",
  ""eligible_positions"": [
    ""RB""
  ],
  ""headshot"": {
    ""size"": ""small"",
    ""url"": ""https://s.yimg.com/iu/api/res/1.2/spbqG7LEhsLktb2xHJbIoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/26389.png""
  },
  ""image_url"": ""https://s.yimg.com/iu/api/res/1.2/spbqG7LEhsLktb2xHJbIoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/26389.png"",
  ""is_keeper"": {
    ""status"": false,
    ""cost"": false,
    ""kept"": false
  },
  ""is_undroppable"": 0,
  ""name"": {
    ""ascii_first"": ""Brandon"",
    ""ascii_last"": ""Bolden"",
    ""first"": ""Brandon"",
    ""full"": ""Brandon Bolden"",
    ""last"": ""Bolden""
  },
  ""player_id"": 26389,
  ""player_key"": ""449.p.26389"",
  ""position_type"": ""O"",
  ""primary_position"": ""RB"",
  ""status"": ""NA"",
  ""status_full"": ""Inactive: Coach's Decision or Not on Roster"",
  ""uniform_number"": null,
  ""url"": ""https://sports.yahoo.com/nfl/players/26389""
})>",TransactionData({}),,https://sports.yahoo.com/nfl/players/26389,"PercentOwned({
  ""coverage_type"": ""week"",
  ""week"": 1,
  ""delta"": 0.0
})"
0.0,0.0,0.0,9,"ByeWeeks({
  ""week"": 9
})","<bound method YahooFantasyObject.clean_data_dict of Player({
  ""bye_weeks"": {
    ""week"": 9
  },
  ""display_position"": ""RB"",
  ""editorial_player_key"": ""nfl.p.26652"",
  ""editorial_team_abbr"": ""Pit"",
  ""editorial_team_full_name"": ""Pittsburgh Steelers"",
  ""editorial_team_key"": ""nfl.t.23"",
  ""editorial_team_url"": ""https://sports.yahoo.com/nfl/teams/pittsburgh/"",
  ""eligible_positions"": [
    ""RB""
  ],
  ""headshot"": {
    ""size"": ""small"",
    ""url"": ""https://s.yimg.com/iu/api/res/1.2/T0kP9ELoSlourWDvHwGBsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212023/26652.png""
  },
  ""image_url"": ""https://s.yimg.com/iu/api/res/1.2/T0kP9ELoSlourWDvHwGBsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212023/26652.png"",
  ""is_keeper"": {
    ""status"": false,
    ""cost"": false,
    ""kept"": false
  },
  ""is_undroppable"": 0,
  ""name"": {
    ""ascii_first"": ""Cordarrelle"",
    ""ascii_last"": ""Patterson"",
    ""first"": ""Cordarrelle"",
    ""full"": ""Cordarrelle Patterson"",
    ""last"": ""Patterson""
  },
  ""player_id"": 26652,
  ""player_key"": ""449.p.26652"",
  ""position_type"": ""O"",
  ""primary_position"": ""RB"",
  ""uniform_number"": 84,
  ""url"": ""https://sports.yahoo.com/nfl/players/26652""
})>",RB,DraftAnalysis({}),nfl.p.26652,Pit,Pittsburgh Steelers,nfl.t.23,https://sports.yahoo.com/nfl/teams/pittsburgh/,['RB'],Cordarrelle,<bound method YahooFantasyObject.from_json of <class 'yfpy.models.Player'>>,Cordarrelle Patterson,0,0,"Headshot({
  ""size"": ""small"",
  ""url"": ""https://s.yimg.com/iu/api/res/1.2/T0kP9ELoSlourWDvHwGBsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212023/26652.png""
})",small,https://s.yimg.com/iu/api/res/1.2/T0kP9ELoSlourWDvHwGBsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212023/26652.png,https://s.yimg.com/iu/api/res/1.2/T0kP9ELoSlourWDvHwGBsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212023/26652.png,,0,"{'status': False, 'cost': False, 'kept': False}",0,Patterson,"Name({
  ""ascii_first"": ""Cordarrelle"",
  ""ascii_last"": ""Patterson"",
  ""first"": ""Cordarrelle"",
  ""full"": ""Cordarrelle Patterson"",
  ""last"": ""Patterson""
})",Ownership({}),0.0,PercentOwned({}),0.0,PlayerAdvancedStats({}),26652,449.p.26652,,PlayerPoints({}),0.0,PlayerStats({}),O,RB,SelectedPosition({}),,"<bound method YahooFantasyObject.serialized of Player({
  ""bye_weeks"": {
    ""week"": 9
  },
  ""display_position"": ""RB"",
  ""editorial_player_key"": ""nfl.p.26652"",
  ""editorial_team_abbr"": ""Pit"",
  ""editorial_team_full_name"": ""Pittsburgh Steelers"",
  ""editorial_team_key"": ""nfl.t.23"",
  ""editorial_team_url"": ""https://sports.yahoo.com/nfl/teams/pittsburgh/"",
  ""eligible_positions"": [
    ""RB""
  ],
  ""headshot"": {
    ""size"": ""small"",
    ""url"": ""https://s.yimg.com/iu/api/res/1.2/T0kP9ELoSlourWDvHwGBsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212023/26652.png""
  },
  ""image_url"": ""https://s.yimg.com/iu/api/res/1.2/T0kP9ELoSlourWDvHwGBsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212023/26652.png"",
  ""is_keeper"": {
    ""status"": false,
    ""cost"": false,
    ""kept"": false
  },
  ""is_undroppable"": 0,
  ""name"": {
    ""ascii_first"": ""Cordarrelle"",
    ""ascii_last"": ""Patterson"",
    ""first"": ""Cordarrelle"",
    ""full"": ""Cordarrelle Patterson"",
    ""last"": ""Patterson""
  },
  ""player_id"": 26652,
  ""player_key"": ""449.p.26652"",
  ""position_type"": ""O"",
  ""primary_position"": ""RB"",
  ""uniform_number"": 84,
  ""url"": ""https://sports.yahoo.com/nfl/players/26652""
})>",[],,,"<bound method YahooFantasyObject.subclass_dict of Player({
  ""bye_weeks"": {
    ""week"": 9
  },
  ""display_position"": ""RB"",
  ""editorial_player_key"": ""nfl.p.26652"",
  ""editorial_team_abbr"": ""Pit"",
  ""editorial_team_full_name"": ""Pittsburgh Steelers"",
  ""editorial_team_key"": ""nfl.t.23"",
  ""editorial_team_url"": ""https://sports.yahoo.com/nfl/teams/pittsburgh/"",
  ""eligible_positions"": [
    ""RB""
  ],
  ""headshot"": {
    ""size"": ""small"",
    ""url"": ""https://s.yimg.com/iu/api/res/1.2/T0kP9ELoSlourWDvHwGBsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212023/26652.png""
  },
  ""image_url"": ""https://s.yimg.com/iu/api/res/1.2/T0kP9ELoSlourWDvHwGBsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212023/26652.png"",
  ""is_keeper"": {
    ""status"": false,
    ""cost"": false,
    ""kept"": false
  },
  ""is_undroppable"": 0,
  ""name"": {
    ""ascii_first"": ""Cordarrelle"",
    ""ascii_last"": ""Patterson"",
    ""first"": ""Cordarrelle"",
    ""full"": ""Cordarrelle Patterson"",
    ""last"": ""Patterson""
  },
  ""player_id"": 26652,
  ""player_key"": ""449.p.26652"",
  ""position_type"": ""O"",
  ""primary_position"": ""RB"",
  ""uniform_number"": 84,
  ""url"": ""https://sports.yahoo.com/nfl/players/26652""
})>","<bound method YahooFantasyObject.to_json of Player({
  ""bye_weeks"": {
    ""week"": 9
  },
  ""display_position"": ""RB"",
  ""editorial_player_key"": ""nfl.p.26652"",
  ""editorial_team_abbr"": ""Pit"",
  ""editorial_team_full_name"": ""Pittsburgh Steelers"",
  ""editorial_team_key"": ""nfl.t.23"",
  ""editorial_team_url"": ""https://sports.yahoo.com/nfl/teams/pittsburgh/"",
  ""eligible_positions"": [
    ""RB""
  ],
  ""headshot"": {
    ""size"": ""small"",
    ""url"": ""https://s.yimg.com/iu/api/res/1.2/T0kP9ELoSlourWDvHwGBsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212023/26652.png""
  },
  ""image_url"": ""https://s.yimg.com/iu/api/res/1.2/T0kP9ELoSlourWDvHwGBsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212023/26652.png"",
  ""is_keeper"": {
    ""status"": false,
    ""cost"": false,
    ""kept"": false
  },
  ""is_undroppable"": 0,
  ""name"": {
    ""ascii_first"": ""Cordarrelle"",
    ""ascii_last"": ""Patterson"",
    ""first"": ""Cordarrelle"",
    ""full"": ""Cordarrelle Patterson"",
    ""last"": ""Patterson""
  },
  ""player_id"": 26652,
  ""player_key"": ""449.p.26652"",
  ""position_type"": ""O"",
  ""primary_position"": ""RB"",
  ""uniform_number"": 84,
  ""url"": ""https://sports.yahoo.com/nfl/players/26652""
})>",TransactionData({}),84,https://sports.yahoo.com/nfl/players/26652,"PercentOwned({
  ""coverage_type"": ""week"",
  ""week"": 1,
  ""value"": 2,
  ""delta"": 0.0
})"
